Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Jan 23 2014,Southern Mississippi,75,Old Dominion,60,,
Thu Jan 23 2014,Marshall,73,Rice,63,,
Thu Jan 23 2014,Middle Tennessee,53,Tulsa,58,,
Sat Jan 25 2014,Southern Mississippi,60,East Carolina,46,,
Sat Jan 25 2014,Florida Atlantic,57,Florida International,66,,
Sat Jan 25 2014,Marshall,77,Louisiana Tech,98,,
Sat Jan 25 2014,Middle Tennessee,70,North Texas,63,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 25 2014,Tulane,64,Old Dominion,70,,
Sat Jan 25 2014,Charlotte,69,Rice,71,,
Sat Jan 25 2014,Texas-San Antonio,62,Texas-El Paso,81,,
Sat Jan 25 2014,Alabama-Birmingham,70,Tulsa,63,,
Thu Jan 30 2014,Old Dominion,66,Alabama-Birmingham,75,,
Thu Jan 30 2014,Florida Atlantic,53,Charlotte,62,,
Thu Jan 30 2014,Florida International,68,Marshall,80,,
Thu Jan 30 2014,East Carolina,67,Middle Tennessee,84,,
Thu Jan 30 2014,Louisiana Tech,79,Texas-El Paso,89,,
Thu Jan 30 2014,Rice,76,Texas-San Antonio,89,,
Sat Feb 1 2014,East Carolina,74,Alabama-Birmingham,67,,
Sat Feb 1 2014,Florida International,61,Charlotte,73,,
Sat Feb 1 2014,Florida Atlantic,65,Marshall,57,,
Sat Feb 1 2014,Old Dominion,48,Middle Tennessee,64,,
Sat Feb 1 2014,Tulane,47,Southern Mississippi,78,,
Sat Feb 1 2014,Rice,57,Texas-El Paso,68,,
Sat Feb 1 2014,Louisiana Tech,87,Texas-San Antonio,72,,
Sat Feb 1 2014,North Texas,63,Tulsa,94,,
Thu Feb 6 2014,Texas-El Paso,58,East Carolina,47,,
Thu Feb 6 2014,Middle Tennessee,67,Florida Atlantic,63,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Feb 6 2014,Alabama-Birmingham,73,Florida International,78,,
Thu Feb 6 2014,Tulsa,61,Louisiana Tech,66,,
Thu Feb 6 2014,Texas-San Antonio,61,Old Dominion,69,,
Thu Feb 6 2014,North Texas,70,Rice,75,,
Fri Feb 7 2014,Marshall,57,Southern Mississippi,60,,
Fri Feb 7 2014,Charlotte,63,Tulane,64,,
Sat Feb 8 2014,Texas-San Antonio,71,East Carolina,81,,
Sat Feb 8 2014,Alabama-Birmingham,71,Florida Atlantic,82,,
Sat Feb 8 2014,Middle Tennessee,70,Florida International,68,,
Sat Feb 8 2014,North Texas,75,Louisiana Tech,90,,
Sat Feb 8 2014,Texas-El Paso,63,Old Dominion,49,,
Sat Feb 8 2014,Tulsa,66,Rice,56,,
Sun Feb 9 2014,Charlotte,64,Southern Mississippi,81,,
Sun Feb 9 2014,Marshall,65,Tulane,68,,
Thu Feb 13 2014,Southern Mississippi,60,Alabama-Birmingham,84,,
Thu Feb 13 2014,Tulane,44,Middle Tennessee,71,,
Thu Feb 13 2014,Old Dominion,72,North Texas,62,,
Thu Feb 13 2014,Florida Atlantic,71,Texas-El Paso,69,,
Thu Feb 13 2014,Florida International,80,Texas-San Antonio,72,,
Thu Feb 13 2014,East Carolina,58,Tulsa,76,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 15 2014,Tulane,86,Alabama-Birmingham,80,,
Sat Feb 15 2014,Marshall,59,Charlotte,56,,
Sat Feb 15 2014,Rice,46,Louisiana Tech,85,,
Sat Feb 15 2014,Southern Mississippi,64,Middle Tennessee,81,,
Sat Feb 15 2014,East Carolina,51,North Texas,53,,
Sat Feb 15 2014,Florida International,71,Texas-El Paso,84,,
Sat Feb 15 2014,Florida Atlantic,56,Texas-San Antonio,66,,
Sat Feb 15 2014,Old Dominion,37,Tulsa,76,,
Thu Feb 20 2014,Middle Tennessee,71,Charlotte,49,,
Thu Feb 20 2014,Louisiana Tech,68,East Carolina,75,,
Thu Feb 20 2014,Tulsa,71,Florida Atlantic,52,,
Thu Feb 20 2014,North Texas,65,Florida International,63,,
Thu Feb 20 2014,Alabama-Birmingham,68,Marshall,62,,
Thu Feb 20 2014,Rice,51,Old Dominion,55,,
Thu Feb 20 2014,Texas-San Antonio,56,Southern Mississippi,85,,
Thu Feb 20 2014,Texas-El Paso,72,Tulane,54,,
Sat Feb 22 2014,Alabama-Birmingham,64,Charlotte,62,,
Sat Feb 22 2014,Rice,55,East Carolina,67,,
Sat Feb 22 2014,North Texas,78,Florida Atlantic,76,,
Sat Feb 22 2014,Tulsa,77,Florida International,65,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 22 2014,Middle Tennessee,56,Marshall,53,,
Sat Feb 22 2014,Louisiana Tech,71,Old Dominion,66,,
Sat Feb 22 2014,Texas-El Paso,68,Southern Mississippi,77,,
Sat Feb 22 2014,Texas-San Antonio,56,Tulane,68,,
Wed Feb 26 2014,Florida Atlantic,64,Tulane,72,,
Thu Feb 27 2014,Charlotte,68,East Carolina,75,,
Thu Feb 27 2014,Middle Tennessee,39,Louisiana Tech,55,,
Thu Feb 27 2014,Marshall,63,Old Dominion,70,,
Thu Feb 27 2014,Alabama-Birmingham,61,Rice,60,,
Thu Feb 27 2014,Florida International,66,Southern Mississippi,78,,
Thu Feb 27 2014,Tulsa,65,Texas-El Paso,60,,
Thu Feb 27 2014,North Texas,71,Texas-San Antonio,62,,
Sat Mar 1 2014,Rice,41,Middle Tennessee,65,,
Sun Mar 2 2014,Louisiana Tech,67,Alabama-Birmingham,58,,
Sun Mar 2 2014,Old Dominion,63,Charlotte,74,,
Sun Mar 2 2014,Southern Mississippi,60,Florida Atlantic,49,,
Sun Mar 2 2014,Tulane,47,Florida International,73,,
Sun Mar 2 2014,East Carolina,61,Marshall,64,,
Sun Mar 2 2014,Texas-El Paso,74,North Texas,54,,
Sun Mar 2 2014,Texas-San Antonio,70,Tulsa,72,OT,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Mar 6 2014,Middle Tennessee,55,Alabama-Birmingham,53,,
Thu Mar 6 2014,Florida International,74,Florida Atlantic,70,,
Thu Mar 6 2014,Charlotte,74,Marshall,70,,
Thu Mar 6 2014,Tulsa,79,North Texas,68,,
Thu Mar 6 2014,East Carolina,47,Old Dominion,68,,
Thu Mar 6 2014,Louisiana Tech,70,Rice,48,,
Thu Mar 6 2014,Texas-El Paso,61,Texas-San Antonio,51,,
Thu Mar 6 2014,Southern Mississippi,68,Tulane,51,,
Tue Mar 11 2014,Texas-San Antonio,76,East Carolina,79,,CUSA First Round
Tue Mar 11 2014,Marshall,63,Florida Atlantic,59,,CUSA First Round
Tue Mar 11 2014,Rice,62,North Texas,63,OT,CUSA First Round
Wed Mar 12 2014,Charlotte,80,Alabama-Birmingham,70,,CUSA Second Round
Wed Mar 12 2014,Old Dominion,73,Marshall,58,,CUSA Second Round
Wed Mar 12 2014,Tulane,66,North Texas,61,,CUSA Second Round
Wed Mar 12 2014,East Carolina,68,Texas-El Paso,77,,CUSA Second Round
Thu Mar 13 2014,Louisiana Tech,86,Charlotte,65,,CUSA Quarterfinal
Thu Mar 13 2014,Old Dominion,48,Middle Tennessee,62,,CUSA Quarterfinal
Thu Mar 13 2014,Texas-El Paso,56,Southern Mississippi,64,,CUSA Quarterfinal
Thu Mar 13 2014,Tulsa,70,Tulane,49,,CUSA Quarterfinal
Fri Mar 14 2014,Southern Mississippi,70,Louisiana Tech,88,,CUSA Semifinal
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Fri Mar 14 2014,Tulsa,76,Middle Tennessee,69,,CUSA Semifinal
Sat Mar 15 2014,Tulsa,69,Louisiana Tech,60,,CUSA Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Dec 29 2010,Washington,73,Southern California,67,OT,
Wed Dec 29 2010,Washington State,71,UCLA,80,,
Thu Dec 30 2010,Arizona,76,Oregon,57,,
Thu Dec 30 2010,Arizona State,58,Oregon State,80,,
Fri Dec 31 2010,Washington State,56,Southern California,60,,
Fri Dec 31 2010,Washington,74,UCLA,63,,
Sat Jan 1 2011,Arizona State,60,Oregon,55,,
Sun Jan 2 2011,Arizona,75,Oregon State,76,,
Sun Jan 2 2011,California,68,Stanford,82,,
Thu Jan 6 2011,California,71,Arizona,73,,
Thu Jan 6 2011,Stanford,55,Arizona State,41,,
Thu Jan 6 2011,Oregon,69,Washington,87,,
Thu Jan 6 2011,Oregon State,70,Washington State,84,,
Sat Jan 8 2011,California,65,Arizona State,61,,
Sat Jan 8 2011,Oregon State,72,Washington,103,,
Sat Jan 8 2011,Oregon,63,Washington State,77,,
Sun Jan 9 2011,Stanford,57,Arizona,67,,
Sun Jan 9 2011,UCLA,52,Southern California,63,,
Thu Jan 13 2011,Washington State,81,California,88,OT,
Thu Jan 13 2011,Southern California,62,Oregon,68,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Jan 13 2011,UCLA,62,Oregon State,57,,
Thu Jan 13 2011,Washington,56,Stanford,58,,
Sat Jan 15 2011,Arizona State,69,Arizona,80,,
Sat Jan 15 2011,UCLA,67,Oregon,59,,
Sat Jan 15 2011,Southern California,76,Oregon State,80,,
Sat Jan 15 2011,Washington State,61,Stanford,58,,
Sun Jan 16 2011,Washington,92,California,71,,
Thu Jan 20 2011,Stanford,42,Southern California,65,,
Thu Jan 20 2011,California,84,UCLA,86,,
Thu Jan 20 2011,Arizona,68,Washington,85,,
Thu Jan 20 2011,Arizona State,61,Washington State,78,,
Sat Jan 22 2011,Oregon,63,Oregon State,59,,
Sat Jan 22 2011,California,68,Southern California,66,,
Sat Jan 22 2011,Stanford,57,UCLA,68,,
Sat Jan 22 2011,Arizona State,75,Washington,88,,
Sat Jan 22 2011,Arizona,65,Washington State,63,,
Thu Jan 27 2011,UCLA,74,Arizona,85,,
Thu Jan 27 2011,Southern California,63,Arizona State,61,,
Thu Jan 27 2011,Oregon State,57,California,85,,
Thu Jan 27 2011,Oregon,67,Stanford,59,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 29 2011,Southern California,73,Arizona,82,,
Sat Jan 29 2011,UCLA,73,Arizona State,72,OT,
Sat Jan 29 2011,Oregon,77,California,85,,
Sat Jan 29 2011,Oregon State,56,Stanford,70,,
Sun Jan 30 2011,Washington,80,Washington State,87,,
Wed Feb 2 2011,Southern California,50,UCLA,64,,
Thu Feb 3 2011,Arizona State,62,California,66,,
Thu Feb 3 2011,Washington State,43,Oregon,69,,
Thu Feb 3 2011,Washington,56,Oregon State,68,,
Thu Feb 3 2011,Arizona,78,Stanford,69,,
Sat Feb 5 2011,Arizona,107,California,105,3OT,
Sat Feb 5 2011,Washington,76,Oregon,81,,
Sat Feb 5 2011,Washington State,61,Oregon State,55,,
Sat Feb 5 2011,Arizona State,75,Stanford,83,,
Thu Feb 10 2011,Oregon State,56,Southern California,67,,
Thu Feb 10 2011,Oregon,54,UCLA,64,,
Thu Feb 10 2011,California,77,Washington,109,,
Thu Feb 10 2011,Stanford,75,Washington State,62,,
Sat Feb 12 2011,Oregon,61,Southern California,51,,
Sat Feb 12 2011,Oregon State,61,UCLA,69,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 12 2011,Stanford,76,Washington,87,,
Sat Feb 12 2011,California,71,Washington State,75,,
Sun Feb 13 2011,Arizona,67,Arizona State,52,,
Thu Feb 17 2011,Washington State,70,Arizona,79,,
Thu Feb 17 2011,Washington,79,Arizona State,62,,
Thu Feb 17 2011,Southern California,78,California,75,,
Thu Feb 17 2011,UCLA,69,Stanford,65,,
Sat Feb 19 2011,Washington,86,Arizona,87,,
Sat Feb 19 2011,Washington State,69,Arizona State,71,,
Sat Feb 19 2011,Oregon State,63,Oregon,82,,
Sat Feb 19 2011,Southern California,69,Stanford,53,,
Sun Feb 20 2011,UCLA,72,California,76,OT,
Thu Feb 24 2011,California,81,Oregon,71,,
Thu Feb 24 2011,Stanford,80,Oregon State,87,,
Thu Feb 24 2011,Arizona,57,Southern California,65,,
Thu Feb 24 2011,Arizona State,53,UCLA,71,,
Sat Feb 26 2011,Stanford,88,Oregon,71,,
Sat Feb 26 2011,California,87,Oregon State,76,,
Sat Feb 26 2011,Arizona State,46,Southern California,62,,
Sat Feb 26 2011,Arizona,49,UCLA,71,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sun Feb 27 2011,Washington State,80,Washington,69,,
Thu Mar 3 2011,Oregon State,59,Arizona,70,,
Thu Mar 3 2011,Oregon,53,Arizona State,73,,
Thu Mar 3 2011,UCLA,63,Washington,70,,
Thu Mar 3 2011,Southern California,77,Washington State,85,,
Sat Mar 5 2011,Oregon,82,Arizona,90,,
Sat Mar 5 2011,Oregon State,66,Arizona State,80,,
Sat Mar 5 2011,Stanford,55,California,74,,
Sat Mar 5 2011,Southern California,62,Washington,60,,
Sat Mar 5 2011,UCLA,58,Washington State,54,OT,
Wed Mar 9 2011,Arizona State,69,Oregon,76,,PC10 First Round
Wed Mar 9 2011,Oregon State,69,Stanford,67,,PC10 First Round
Thu Mar 10 2011,Oregon State,69,Arizona,78,,PC10 Quarterfinal
Thu Mar 10 2011,California,56,Southern California,70,,PC10 Quarterfinal
Thu Mar 10 2011,Oregon,76,UCLA,59,,PC10 Quarterfinal
Thu Mar 10 2011,Washington State,87,Washington,89,,PC10 Quarterfinal
Fri Mar 11 2011,Southern California,62,Arizona,67,,PC10 Semifinal
Fri Mar 11 2011,Oregon,51,Washington,69,,PC10 Semifinal
Sat Mar 12 2011,Washington,77,Arizona,75,OT,PC10 Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Mon Dec 27 2010,Penn State,69,Indiana,60,,
Tue Dec 28 2010,Purdue,80,Michigan,57,,
Tue Dec 28 2010,Minnesota,60,Wisconsin,68,,
Wed Dec 29 2010,Illinois,87,Iowa,77,,
Fri Dec 31 2010,Ohio State,85,Indiana,67,,
Fri Dec 31 2010,Minnesota,62,Michigan State,71,,
Fri Dec 31 2010,Northwestern,69,Purdue,82,,
Sun Jan 2 2011,Wisconsin,61,Illinois,69,,
Sun Jan 2 2011,Penn State,69,Michigan,76,,
Mon Jan 3 2011,Michigan State,65,Northwestern,62,,
Tue Jan 4 2011,Ohio State,73,Iowa,68,,
Tue Jan 4 2011,Indiana,63,Minnesota,67,,
Wed Jan 5 2011,Purdue,83,Penn State,68,,
Wed Jan 5 2011,Michigan,50,Wisconsin,66,,
Thu Jan 6 2011,Northwestern,63,Illinois,88,,
Sat Jan 8 2011,Michigan State,62,Penn State,66,,
Sun Jan 9 2011,Indiana,81,Northwestern,93,,
Sun Jan 9 2011,Minnesota,64,Ohio State,67,,
Sun Jan 9 2011,Iowa,52,Purdue,75,,
Tue Jan 11 2011,Wisconsin,61,Michigan State,64,OT,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Jan 11 2011,Illinois,55,Penn State,57,,
Wed Jan 12 2011,Northwestern,90,Iowa,71,,
Wed Jan 12 2011,Ohio State,68,Michigan,64,,
Thu Jan 13 2011,Purdue,67,Minnesota,70,,
Sat Jan 15 2011,Michigan,61,Indiana,80,,
Sat Jan 15 2011,Northwestern,67,Michigan State,71,OT,
Sat Jan 15 2011,Penn State,66,Ohio State,69,,
Sat Jan 15 2011,Illinois,66,Wisconsin,76,,
Sun Jan 16 2011,Iowa,59,Minnesota,69,,
Tue Jan 18 2011,Michigan State,62,Illinois,71,,
Tue Jan 18 2011,Michigan,60,Northwestern,74,,
Wed Jan 19 2011,Iowa,48,Ohio State,70,,
Wed Jan 19 2011,Penn State,62,Purdue,63,,
Thu Jan 20 2011,Indiana,60,Wisconsin,69,,
Sat Jan 22 2011,Ohio State,73,Illinois,68,,
Sat Jan 22 2011,Minnesota,69,Michigan,64,,
Sat Jan 22 2011,Michigan State,76,Purdue,86,,
Sun Jan 23 2011,Indiana,77,Iowa,91,,
Sun Jan 23 2011,Wisconsin,78,Northwestern,46,,
Tue Jan 25 2011,Purdue,64,Ohio State,87,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Jan 26 2011,Northwestern,70,Minnesota,81,,
Wed Jan 26 2011,Iowa,51,Penn State,65,,
Thu Jan 27 2011,Illinois,49,Indiana,52,,
Thu Jan 27 2011,Michigan,61,Michigan State,57,,
Sat Jan 29 2011,Ohio State,58,Northwestern,57,,
Sat Jan 29 2011,Wisconsin,52,Penn State,56,,
Sat Jan 29 2011,Minnesota,61,Purdue,73,,
Sun Jan 30 2011,Iowa,73,Michigan,87,,
Sun Jan 30 2011,Indiana,83,Michigan State,84,OT,
Tue Feb 1 2011,Penn State,51,Illinois,68,,
Tue Feb 1 2011,Purdue,59,Wisconsin,66,,
Wed Feb 2 2011,Minnesota,57,Indiana,60,,
Wed Feb 2 2011,Michigan State,52,Iowa,72,,
Thu Feb 3 2011,Michigan,53,Ohio State,62,,
Sat Feb 5 2011,Iowa,64,Indiana,63,,
Sat Feb 5 2011,Illinois,70,Northwestern,71,,
Sun Feb 6 2011,Ohio State,82,Minnesota,69,,
Sun Feb 6 2011,Michigan,65,Penn State,62,,
Sun Feb 6 2011,Michigan State,56,Wisconsin,82,,
Tue Feb 8 2011,Indiana,53,Purdue,67,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Feb 9 2011,Wisconsin,62,Iowa,59,OT,
Wed Feb 9 2011,Northwestern,66,Michigan,75,,
Thu Feb 10 2011,Penn State,57,Michigan State,75,,
Thu Feb 10 2011,Illinois,71,Minnesota,62,,
Sat Feb 12 2011,Indiana,69,Michigan,73,,
Sat Feb 12 2011,Ohio State,67,Wisconsin,71,,
Sun Feb 13 2011,Purdue,81,Illinois,70,,
Sun Feb 13 2011,Minnesota,62,Iowa,45,,
Sun Feb 13 2011,Northwestern,41,Penn State,65,,
Tue Feb 15 2011,Michigan State,61,Ohio State,71,,
Wed Feb 16 2011,Michigan,52,Illinois,54,,
Wed Feb 16 2011,Wisconsin,62,Purdue,70,,
Thu Feb 17 2011,Iowa,70,Northwestern,73,,
Thu Feb 17 2011,Minnesota,63,Penn State,66,,
Sat Feb 19 2011,Northwestern,70,Indiana,64,,
Sat Feb 19 2011,Michigan,75,Iowa,72,OT,
Sat Feb 19 2011,Illinois,57,Michigan State,61,,
Sun Feb 20 2011,Ohio State,63,Purdue,76,,
Sun Feb 20 2011,Penn State,66,Wisconsin,76,,
Tue Feb 22 2011,Michigan State,53,Minnesota,48,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Feb 22 2011,Illinois,70,Ohio State,89,,
Wed Feb 23 2011,Purdue,72,Indiana,61,,
Wed Feb 23 2011,Wisconsin,53,Michigan,52,,
Thu Feb 24 2011,Penn State,66,Northwestern,52,,
Sat Feb 26 2011,Iowa,68,Illinois,81,,
Sat Feb 26 2011,Michigan,70,Minnesota,63,,
Sun Feb 27 2011,Purdue,67,Michigan State,47,,
Sun Feb 27 2011,Indiana,61,Ohio State,82,,
Sun Feb 27 2011,Northwestern,63,Wisconsin,78,,
Tue Mar 1 2011,Ohio State,82,Penn State,61,,
Tue Mar 1 2011,Illinois,67,Purdue,75,,
Wed Mar 2 2011,Iowa,66,Michigan State,85,,
Wed Mar 2 2011,Minnesota,57,Northwestern,68,,
Thu Mar 3 2011,Wisconsin,77,Indiana,67,,
Sat Mar 5 2011,Indiana,48,Illinois,72,,
Sat Mar 5 2011,Purdue,65,Iowa,67,,
Sat Mar 5 2011,Michigan State,63,Michigan,70,,
Sun Mar 6 2011,Penn State,66,Minnesota,63,,
Sun Mar 6 2011,Wisconsin,65,Ohio State,93,,
Thu Mar 10 2011,Iowa,61,Michigan State,66,,BG10 First Round
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Mar 10 2011,Minnesota,65,Northwestern,75,,BG10 First Round
Thu Mar 10 2011,Indiana,55,Penn State,61,,BG10 First Round
Fri Mar 11 2011,Illinois,55,Michigan,60,,BG10 Quarterfinal
Fri Mar 11 2011,Northwestern,61,Ohio State,67,OT,BG10 Quarterfinal
Fri Mar 11 2011,Michigan State,74,Purdue,56,,BG10 Quarterfinal
Fri Mar 11 2011,Penn State,36,Wisconsin,33,,BG10 Quarterfinal
Sat Mar 12 2011,Michigan,61,Ohio State,68,,BG10 Semifinal
Sat Mar 12 2011,Michigan State,48,Penn State,61,,BG10 Semifinal
Sun Mar 13 2011,Penn State,60,Ohio State,71,,BG10 Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 8 2011,Missouri,76,Colorado,89,,
Sat Jan 8 2011,Iowa State,62,Nebraska,63,,
Sat Jan 8 2011,Texas A&M,69,Oklahoma,51,,
Sat Jan 8 2011,Kansas State,62,Oklahoma State,76,,
Sat Jan 8 2011,Baylor,71,Texas Tech,59,,
Tue Jan 11 2011,Oklahoma,61,Baylor,74,,
Tue Jan 11 2011,Texas,83,Texas Tech,52,,
Wed Jan 12 2011,Kansas,84,Iowa State,79,,
Wed Jan 12 2011,Colorado,74,Kansas State,66,,
Wed Jan 12 2011,Nebraska,69,Missouri,77,,
Wed Jan 12 2011,Oklahoma State,48,Texas A&M,71,,
Sat Jan 15 2011,Oklahoma State,71,Colorado,75,,
Sat Jan 15 2011,Baylor,57,Iowa State,72,,
Sat Jan 15 2011,Nebraska,60,Kansas,63,,
Sat Jan 15 2011,Texas Tech,60,Kansas State,94,,
Sat Jan 15 2011,Oklahoma,46,Texas,66,,
Sat Jan 15 2011,Missouri,89,Texas A&M,91,OT,
Mon Jan 17 2011,Kansas,85,Baylor,65,,
Mon Jan 17 2011,Kansas State,59,Missouri,75,,
Tue Jan 18 2011,Colorado,67,Nebraska,79,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Jan 18 2011,Texas Tech,74,Oklahoma,83,,
Wed Jan 19 2011,Iowa State,87,Oklahoma State,96,OT,
Wed Jan 19 2011,Texas A&M,60,Texas,81,,
Sat Jan 22 2011,Oklahoma State,57,Baylor,76,,
Sat Jan 22 2011,Texas,74,Kansas,63,,
Sat Jan 22 2011,Iowa State,54,Missouri,87,,
Sat Jan 22 2011,Colorado,60,Oklahoma,67,,
Sat Jan 22 2011,Kansas State,56,Texas A&M,64,,
Sat Jan 22 2011,Nebraska,71,Texas Tech,72,,
Mon Jan 24 2011,Baylor,61,Kansas State,69,,
Tue Jan 25 2011,Kansas,82,Colorado,78,,
Wed Jan 26 2011,Texas Tech,92,Iowa State,83,,
Wed Jan 26 2011,Texas,61,Oklahoma State,46,,
Sat Jan 29 2011,Colorado,66,Baylor,70,,
Sat Jan 29 2011,Oklahoma,82,Iowa State,76,OT,
Sat Jan 29 2011,Kansas State,66,Kansas,90,,
Sat Jan 29 2011,Texas A&M,48,Nebraska,57,,
Sat Jan 29 2011,Missouri,58,Texas,71,,
Sat Jan 29 2011,Oklahoma State,74,Texas Tech,75,OT,
Mon Jan 31 2011,Texas,69,Texas A&M,49,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Feb 1 2011,Iowa State,69,Colorado,95,,
Tue Feb 1 2011,Kansas,88,Texas Tech,66,,
Wed Feb 2 2011,Nebraska,53,Kansas State,69,,
Wed Feb 2 2011,Baylor,66,Oklahoma,73,,
Wed Feb 2 2011,Missouri,70,Oklahoma State,76,,
Sat Feb 5 2011,Kansas State,86,Iowa State,85,,
Sat Feb 5 2011,Colorado,73,Missouri,89,,
Sat Feb 5 2011,Kansas,86,Nebraska,66,,
Sat Feb 5 2011,Oklahoma,75,Oklahoma State,81,,
Sat Feb 5 2011,Texas Tech,60,Texas,76,,
Sat Feb 5 2011,Baylor,76,Texas A&M,74,OT,
Mon Feb 7 2011,Missouri,86,Kansas,103,,
Wed Feb 9 2011,Nebraska,70,Baylor,74,,
Wed Feb 9 2011,Texas A&M,73,Colorado,70,OT,
Wed Feb 9 2011,Texas,68,Oklahoma,52,,
Sat Feb 12 2011,Kansas State,56,Colorado,58,,
Sat Feb 12 2011,Iowa State,66,Kansas,89,,
Sat Feb 12 2011,Oklahoma,61,Missouri,84,,
Sat Feb 12 2011,Oklahoma State,54,Nebraska,65,,
Sat Feb 12 2011,Baylor,60,Texas,69,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 12 2011,Texas A&M,70,Texas Tech,67,,
Mon Feb 14 2011,Kansas,68,Kansas State,84,,
Tue Feb 15 2011,Texas Tech,84,Missouri,92,,
Wed Feb 16 2011,Nebraska,59,Oklahoma,58,,
Wed Feb 16 2011,Oklahoma State,55,Texas,73,,
Wed Feb 16 2011,Iowa State,66,Texas A&M,71,,
Sat Feb 19 2011,Texas Tech,78,Baylor,69,,
Sat Feb 19 2011,Missouri,76,Iowa State,70,,
Sat Feb 19 2011,Colorado,63,Kansas,89,,
Sat Feb 19 2011,Oklahoma,62,Kansas State,77,,
Sat Feb 19 2011,Texas,67,Nebraska,70,,
Sat Feb 19 2011,Texas A&M,67,Oklahoma State,66,,
Mon Feb 21 2011,Oklahoma State,65,Kansas,92,,
Tue Feb 22 2011,Iowa State,53,Texas,76,,
Wed Feb 23 2011,Baylor,59,Missouri,77,,
Wed Feb 23 2011,Kansas State,61,Nebraska,57,,
Wed Feb 23 2011,Oklahoma,47,Texas A&M,61,,
Wed Feb 23 2011,Colorado,71,Texas Tech,68,,
Sat Feb 26 2011,Texas A&M,51,Baylor,58,,
Sat Feb 26 2011,Texas,89,Colorado,91,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 26 2011,Nebraska,82,Iowa State,83,OT,
Sat Feb 26 2011,Missouri,70,Kansas State,80,,
Sat Feb 26 2011,Kansas,82,Oklahoma,70,,
Sat Feb 26 2011,Texas Tech,68,Oklahoma State,70,,
Mon Feb 28 2011,Kansas State,75,Texas,70,,
Tue Mar 1 2011,Missouri,58,Nebraska,69,,
Tue Mar 1 2011,Baylor,60,Oklahoma State,71,,
Wed Mar 2 2011,Colorado,90,Iowa State,95,,
Wed Mar 2 2011,Texas A&M,51,Kansas,64,,
Wed Mar 2 2011,Oklahoma,58,Texas Tech,84,,
Sat Mar 5 2011,Texas,60,Baylor,54,,
Sat Mar 5 2011,Nebraska,57,Colorado,67,,
Sat Mar 5 2011,Iowa State,55,Kansas State,67,,
Sat Mar 5 2011,Kansas,70,Missouri,66,,
Sat Mar 5 2011,Oklahoma State,61,Oklahoma,64,,
Sat Mar 5 2011,Texas Tech,54,Texas A&M,66,,
Wed Mar 9 2011,Oklahoma,84,Baylor,67,,BG12 First Round
Wed Mar 9 2011,Iowa State,75,Colorado,77,,BG12 First Round
Wed Mar 9 2011,Texas Tech,84,Missouri,88,,BG12 First Round
Wed Mar 9 2011,Oklahoma State,53,Nebraska,52,,BG12 First Round
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Mar 10 2011,Oklahoma State,62,Kansas,63,,BG12 Quarterfinal
Thu Mar 10 2011,Colorado,87,Kansas State,75,,BG12 Quarterfinal
Thu Mar 10 2011,Oklahoma,54,Texas,74,,BG12 Quarterfinal
Thu Mar 10 2011,Missouri,71,Texas A&M,86,,BG12 Quarterfinal
Fri Mar 11 2011,Colorado,83,Kansas,90,,BG12 Semifinal
Fri Mar 11 2011,Texas A&M,58,Texas,70,,BG12 Semifinal
Sat Mar 12 2011,Texas,73,Kansas,85,,BG12 Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Mon Dec 27 2010,Connecticut,63,Pittsburgh,78,,
